index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_total_Cmp,Passing_total_Att,Passing_total_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_short_Cmp,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Cmp,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Cmp,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_total_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
9,Josip Juranović,18.0,hr CRO,WB,28-185,10,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,2,5,40.0,0,2,1,0,0,18.0,WB,2,5,40.0,56,38,0,0,,1,1,100.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,18.0,WB,5,2,3,0,0,0,1,3,0,0,0,0,2,0,1,18.0,WB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18.0,WB,6,0,3,1,2,0,6,0,0,,0,,2,21,15,1,1,0,0,0,2,0,18.0,WB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,191
10,Jérôme Roussillon,26.0,fr FRA,WB,31-042,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,2,1,1,1,100.0,1,1,0,0,0,26.0,WB,1,1,100.0,54,38,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1,26.0,WB,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26.0,WB,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,26.0,WB,3,2,2,1,0,0,3,0,0,,0,,1,12,7,0,0,0,0,0,1,1,26.0,WB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,191
11,Kevin Vogt,2.0,de GER,CB,32-147,90,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.0,0.0,1,0,27,29,93.1,2,17,0,0,0,2.0,CB,27,29,93.1,660,283,4,4,100.0,13,14,92.9,8,9,88.9,0,0.0,0.0,1,1,0,0,2,2.0,CB,29,27,2,2,0,1,0,0,0,0,0,0,27,0,0,2.0,CB,0,0,0,0,0,0,0,,0,2,2,0,0,0,7,0,2.0,CB,39,10,24,14,1,1,39,0,0,,0,,17,97,66,0,0,0,1,0,20,0,2.0,CB,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,191
12,Kevin Volland,10.0,de GER,FW,31-202,44,0,0,0,0,1,0,2,1,26,1,0,0,0.0,0.0,0.0,2,0,13,20,65.0,1,14,1,0,0,10.0,FW,13,20,65.0,237,97,5,6,83.3,7,9,77.8,1,2,50.0,0,0.0,0.1,1,1,0,0,1,10.0,FW,20,14,6,2,1,0,5,1,2,0,1,0,13,0,2,10.0,FW,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,10.0,FW,26,0,4,8,14,1,26,0,0,,0,,14,39,21,1,0,0,1,0,16,3,10.0,FW,2,1,1,3,4,0,5,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,191
13,Lucas Tousart,29.0,fr FRA,CM,26-294,90,0,0,0,0,3,0,0,0,41,3,3,2,0.1,0.1,0.0,0,0,21,28,75.0,2,23,2,1,1,29.0,CM,21,28,75.0,437,70,7,11,63.6,9,10,90.0,5,6,83.3,0,0.0,0.0,0,1,0,0,2,29.0,CM,28,28,0,0,1,0,1,0,0,0,0,0,21,0,0,29.0,CM,3,2,1,2,0,1,3,33.3,2,2,1,1,3,6,3,0,29.0,CM,41,5,12,20,9,3,41,1,1,100.0,0,0.0,23,116,50,2,1,0,1,2,26,2,29.0,CM,0,0,0,1,1,0,1,3,2,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,191
14,Rani Khedira,8.0,de GER,CM,30-021,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,8.0,CM,1,1,100.0,6,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,8.0,CM,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,CM,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,8.0,CM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,191
15,Robin Gosens,6.0,de GER,WB,29-227,80,0,0,0,0,0,0,0,0,47,2,2,1,0.0,0.0,0.0,0,0,34,39,87.2,3,16,1,0,0,6.0,WB,34,39,87.2,522,296,19,20,95.0,10,14,71.4,3,3,100.0,0,0.0,0.0,0,2,0,0,3,6.0,WB,39,31,8,0,0,0,2,8,0,0,0,0,34,0,0,6.0,WB,2,2,2,0,0,1,2,50.0,1,1,1,0,2,4,4,0,6.0,WB,47,5,19,19,9,1,47,0,0,,0,,16,63,36,1,1,0,1,1,26,4,6.0,WB,0,0,0,1,0,0,2,2,2,0,0,0,4,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,191
0,17 Players,,,,,990,1,1,0,0,20,7,4,0,646,10,7,12,1.7,1.7,1.0,36,2,432,532,81.2,50,408,14,12,7,,,432,532,81.2,7805,3011,168,184,91.3,213,244,87.3,38,68,55.9,1,1.0,1.5,13,42,17,4,50,,,532,476,50,15,2,0,24,21,5,3,2,0,432,6,7,,,10,5,3,5,2,6,10,60.0,4,12,3,9,7,17,10,0,,,646,50,167,300,182,29,646,12,7,58.3,5,41.7,408,1994,1153,14,12,0,16,10,432,50,,,4,0,0,15,13,6,24,7,5,0,0,0,50,14,21,40.0,,,,,,,,,,,,,,,,,,,,,1,192
1,Aaron Seydel,22.0,de GER,"FW,AM",28-010,17,1,0,0,0,4,3,0,0,15,0,0,0,0.2,0.2,0.0,0,0,5,8,62.5,1,5,0,0,0,22.0,"FW,AM",5,8,62.5,61,6,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.0,1,1,0,0,1,22.0,"FW,AM",8,7,0,0,0,0,0,0,0,0,0,0,5,1,1,22.0,"FW,AM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.0,"FW,AM",15,0,0,4,11,3,15,0,0,,0,,5,11,3,0,0,0,0,0,9,3,22.0,"FW,AM",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,192
2,Christoph Klarer,14.0,at AUT,CB,23-248,45,0,0,0,0,0,0,1,0,35,0,0,0,0.0,0.0,0.0,1,0,29,31,93.5,2,22,0,0,0,14.0,CB,29,31,93.5,532,182,9,10,90.0,18,19,94.7,2,2,100.0,0,0.0,0.0,0,2,0,0,2,14.0,CB,31,29,2,2,0,0,0,0,0,0,0,0,29,0,0,14.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,14.0,CB,35,5,17,14,4,2,35,0,0,,0,,22,64,24,0,0,0,0,0,23,0,14.0,CB,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,192
3,Christoph Zimmermann,4.0,de GER,CB,31-036,90,0,0,0,0,1,0,1,0,87,1,4,0,0.0,0.0,0.0,6,0,60,72,83.3,5,47,1,1,1,4.0,CB,60,72,83.3,1132,431,20,20,100.0,37,43,86.0,3,6,50.0,0,0.0,0.0,2,5,0,0,5,4.0,CB,72,65,6,2,0,0,0,4,0,0,0,0,60,1,1,4.0,CB,1,0,1,0,0,1,2,50.0,1,0,0,0,4,5,3,0,4.0,CB,87,5,33,47,7,2,87,1,1,100.0,0,0.0,47,243,167,1,0,0,1,1,46,0,4.0,CB,1,0,0,1,1,0,0,4,0,0,0,0,7,4,1,80.0,,,,,,,,,,,,,,,,,,,,,1,192
4,Emir Karic,19.0,at AUT,WB,26-253,73,0,0,0,0,0,0,0,0,64,0,0,2,0.0,0.0,0.1,3,0,47,56,83.9,6,42,4,3,3,19.0,WB,47,56,83.9,763,376,23,25,92.0,19,23,82.6,4,6,66.7,0,0.1,0.1,2,4,2,1,6,19.0,WB,56,53,3,0,0,0,2,3,0,0,0,0,47,0,1,19.0,WB,0,0,0,0,0,0,0,,0,2,0,2,0,0,3,0,19.0,WB,64,2,14,33,17,0,64,3,3,100.0,0,0.0,42,255,181,4,1,0,0,1,49,3,19.0,WB,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,192
5,Fabian Holland,32.0,de GER,"CM,CB,DM",33-221,90,0,0,0,0,0,0,0,0,76,4,0,1,0.0,0.0,0.0,2,0,56,67,83.6,6,56,0,0,0,32.0,"CM,CB,DM",56,67,83.6,1134,402,17,19,89.5,28,32,87.5,8,11,72.7,0,0.0,0.1,0,8,1,0,6,32.0,"CM,CB,DM",67,62,4,3,0,0,2,1,0,0,0,0,56,1,0,32.0,"CM,CB,DM",4,2,1,2,1,3,3,100.0,0,1,1,0,0,4,1,0,32.0,"CM,CB,DM",76,2,16,50,11,2,76,0,0,,0,,56,297,207,0,1,0,0,1,52,3,32.0,"CM,CB,DM",0,0,0,1,2,0,2,0,2,0,0,0,9,1,4,20.0,,,,,,,,,,,,,,,,,,,,,1,192
6,Fabian Nürnberger,15.0,bg BUL,"CM,LB",24-204,45,0,0,0,0,2,0,0,0,38,0,1,0,0.1,0.1,0.0,3,0,23,33,69.7,5,28,2,0,0,15.0,"CM,LB",23,33,69.7,353,77,11,13,84.6,11,15,73.3,0,3,0.0,0,0.0,0.0,0,1,0,0,5,15.0,"CM,LB",33,30,2,0,1,0,0,2,0,0,0,0,23,1,0,15.0,"CM,LB",0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,15.0,"CM,LB",38,0,2,21,15,2,38,0,0,,0,,28,150,57,2,1,0,1,0,31,7,15.0,"CM,LB",0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,192
7,Fabian Schnellhardt,8.0,de GER,RW,30-036,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,8.0,RW,2,2,100.0,21,15,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,8.0,RW,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,8.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,RW,2,0,0,2,0,0,2,0,0,,0,,1,7,4,0,0,0,0,0,2,0,8.0,RW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,192
8,Fabio Torsiello,42.0,it ITA,"WB,RB",19-015,17,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,7,1,1,1,42.0,"WB,RB",3,4,75.0,41,27,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,1,0,1,42.0,"WB,RB",4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,42.0,"WB,RB",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,42.0,"WB,RB",7,0,0,3,4,0,7,1,1,100.0,0,0.0,7,57,36,1,0,0,0,1,7,2,42.0,"WB,RB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,192
9,Julian Justvan,17.0,de GER,"AM,FW",25-321,90,0,0,0,0,3,1,1,0,49,0,0,0,0.2,0.2,0.4,6,0,27,40,67.5,8,31,1,2,0,17.0,"AM,FW",27,40,67.5,510,267,12,14,85.7,7,10,70.0,6,12,50.0,0,0.4,0.5,3,6,6,2,8,17.0,"AM,FW",40,29,11,4,1,0,12,2,5,3,2,0,27,0,0,17.0,"AM,FW",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,17.0,"AM,FW",49,0,4,15,30,3,49,2,0,0.0,2,100.0,31,137,79,1,1,0,2,0,33,6,17.0,"AM,FW",1,0,0,1,1,0,12,0,0,0,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,192
10,Klaus Gjasula,23.0,al ALB,CB,34-065,85,0,0,0,0,1,0,0,0,62,2,2,4,0.0,0.0,0.0,1,0,42,46,91.3,4,37,0,0,0,23.0,CB,42,46,91.3,776,270,16,17,94.1,22,24,91.7,4,4,100.0,0,0.0,0.0,0,5,1,0,4,23.0,CB,46,46,0,0,0,0,1,0,0,0,0,0,42,0,1,23.0,CB,2,1,0,2,0,0,0,,0,4,2,2,2,4,1,0,23.0,CB,62,4,21,30,11,2,62,0,0,,0,,37,133,71,0,2,0,2,0,40,3,23.0,CB,0,0,0,3,1,0,1,2,1,0,0,0,2,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,192
11,Luca Pfeiffer,24.0,de GER,FW,27-181,73,0,0,0,0,4,3,0,0,19,1,0,0,0.9,0.9,0.0,1,0,12,14,85.7,0,13,0,0,0,24.0,FW,12,14,85.7,188,35,6,7,85.7,6,6,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,24.0,FW,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,24.0,FW,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,24.0,FW,19,1,2,6,11,4,19,0,0,,0,,13,57,7,0,1,0,1,1,14,3,24.0,FW,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,192
12,Marcel Schuhen,1.0,de GER,GK,31-035,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,1,0,40,45,88.9,1,30,0,0,0,1.0,GK,40,45,88.9,876,501,10,10,100.0,24,24,100.0,6,11,54.5,0,0.0,0.0,0,2,0,0,1,1.0,GK,45,36,9,3,0,0,0,0,0,0,0,0,40,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,47,28,42,5,0,0,47,0,0,,0,,30,170,114,0,0,0,0,0,31,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4.0,2.0,2.0,50.0,1.8,2.0,7.0,28.6,39.0,2.0,17.9,26.4,6.0,0.0,17.2,7.0,0.0,0.0,2.0,37.0,1,192
13,Marvin Mehlem,6.0,de GER,CM,26-159,85,0,0,0,0,0,0,0,0,42,1,0,2,0.0,0.0,0.2,5,0,29,38,76.3,3,31,1,1,1,6.0,CM,29,38,76.3,457,72,16,19,84.2,9,10,90.0,2,3,66.7,0,0.2,0.3,2,0,2,0,3,6.0,CM,38,33,3,0,0,0,0,1,0,0,0,0,29,2,0,6.0,CM,1,1,0,1,0,0,0,,0,2,0,2,0,1,0,0,6.0,CM,42,0,3,21,19,2,42,1,1,100.0,0,0.0,31,161,68,1,2,0,2,1,34,7,6.0,CM,0,0,0,1,3,2,0,0,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,192
14,Matthias Bader,26.0,de GER,"WB,DM",26-245,90,0,0,0,0,0,0,0,0,70,1,0,1,0.0,0.0,0.2,3,0,46,58,79.3,6,38,3,4,1,26.0,"WB,DM",46,58,79.3,852,312,14,15,93.3,27,30,90.0,3,8,37.5,0,0.2,0.1,2,4,3,1,6,26.0,"WB,DM",58,49,9,1,0,0,4,8,0,0,0,0,46,0,0,26.0,"WB,DM",1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,26.0,"WB,DM",70,3,12,36,23,2,70,4,1,25.0,3,75.0,38,205,126,3,3,0,2,3,34,4,26.0,"WB,DM",0,0,0,2,1,0,4,0,0,0,0,0,11,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,192
15,Oscar Vilhelmsson,29.0,se SWE,CB,20-138,5,0,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.1,1,1,2,3,66.7,0,1,0,0,0,29.0,CB,2,3,66.7,19,0,0,0,,1,1,100.0,0,0,,1,0.1,0.1,1,0,0,0,0,29.0,CB,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,29.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29.0,CB,4,0,0,1,3,1,4,0,0,,0,,1,9,0,0,0,0,0,0,2,1,29.0,CB,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,192
0,16 Players,,,,,944,2,1,0,0,14,4,5,1,531,15,6,11,1.8,1.8,1.3,23,3,310,406,76.4,24,324,15,12,4,,,310,406,76.4,4879,2004,176,199,88.4,95,113,84.1,28,65,43.1,1,1.3,1.4,12,13,8,4,24,,,406,358,46,21,1,0,10,14,3,0,1,0,310,2,10,,,15,8,9,4,2,5,12,41.7,7,11,7,4,6,21,33,0,,,531,83,211,226,100,22,531,12,4,33.3,6,50.0,324,1558,770,15,14,3,17,4,304,24,,,5,1,1,14,14,2,10,6,8,0,0,0,37,21,14,60.0,,,,,,,,,,,,,,,,,,,,,0,192
1,Angelo Stiller,6.0,de GER,"DM,LM",22-319,90,0,0,0,0,0,0,0,0,70,1,1,1,0.0,0.0,0.0,4,0,50,62,80.6,6,51,1,2,0,6.0,"DM,LM",50,62,80.6,769,222,26,29,89.7,17,22,77.3,5,8,62.5,0,0.0,0.0,1,3,0,0,6,6.0,"DM,LM",62,55,7,5,0,0,1,0,0,0,0,0,50,0,0,6.0,"DM,LM",1,0,0,0,1,1,1,100.0,0,1,0,1,1,2,1,0,6.0,"DM,LM",70,1,14,48,9,2,70,2,0,0.0,1,50.0,51,197,87,1,1,1,1,2,48,1,6.0,"DM,LM",0,0,0,1,3,0,1,1,0,0,0,0,5,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,192
2,Atakan Karazor,16.0,,"DM,CM",27-127,90,0,0,0,0,1,0,1,0,61,5,1,0,0.1,0.1,0.1,3,0,42,48,87.5,6,42,3,0,0,16.0,"DM,CM",42,48,87.5,547,259,27,31,87.1,12,12,100.0,0,1,0.0,0,0.1,0.1,2,2,1,0,6,16.0,"DM,CM",48,43,5,5,0,0,0,0,0,0,0,0,42,0,1,16.0,"DM,CM",5,4,2,2,1,0,0,,0,0,0,0,1,6,1,0,16.0,"DM,CM",61,0,15,36,10,1,61,0,0,,0,,42,196,107,3,2,0,1,1,38,0,16.0,"DM,CM",1,0,0,1,5,0,0,1,4,0,0,0,4,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,192
3,Chris Führich,27.0,de GER,LW,26-039,71,0,0,0,0,1,1,1,0,33,1,0,1,0.0,0.0,0.2,3,1,18,23,78.3,1,22,0,5,2,27.0,LW,18,23,78.3,261,101,10,11,90.9,6,7,85.7,1,3,33.3,0,0.2,0.7,2,0,3,3,1,27.0,LW,23,19,4,0,0,0,4,1,3,0,1,0,18,0,1,27.0,LW,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,27.0,LW,33,0,2,6,25,2,33,5,2,40.0,2,40.0,22,109,33,0,3,1,2,0,21,4,27.0,LW,1,0,0,1,2,0,4,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,192
4,Deniz Undav,26.0,de GER,"AM,RW",27-213,80,0,0,0,0,3,0,0,0,37,0,1,0,0.3,0.3,0.1,4,1,16,25,64.0,2,25,1,3,1,26.0,"AM,RW",16,25,64.0,200,28,9,12,75.0,5,7,71.4,0,0,,0,0.1,0.0,1,0,2,0,2,26.0,"AM,RW",25,24,0,0,0,0,1,0,0,0,0,0,16,1,1,26.0,"AM,RW",0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,26.0,"AM,RW",37,0,5,20,13,4,37,3,1,33.3,2,66.7,25,85,42,1,2,0,4,0,29,5,26.0,"AM,RW",0,0,0,3,1,1,1,1,0,0,0,0,3,4,2,66.7,,,,,,,,,,,,,,,,,,,,,0,192
5,Enzo Millot,8.0,fr FRA,"AM,RM",21-215,28,0,0,0,0,1,1,0,0,10,1,1,0,0.0,0.0,0.0,1,1,4,6,66.7,0,9,0,1,1,8.0,"AM,RM",4,6,66.7,40,0,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,8.0,"AM,RM",6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,8.0,"AM,RM",1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,8.0,"AM,RM",10,0,1,7,3,0,10,1,1,100.0,0,0.0,9,71,14,0,1,0,1,1,8,2,8.0,"AM,RM",0,0,0,2,0,0,0,1,1,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,192
6,Fabian Bredlow,1.0,de GER,GK,28-352,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0,0,26,48,54.2,0,32,0,0,0,1.0,GK,26,48,54.2,810,637,8,9,88.9,4,4,100.0,14,35,40.0,0,0.0,0.0,0,0,0,0,0,1.0,GK,48,38,10,6,0,0,0,0,0,0,0,0,26,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,53,40,53,0,0,0,53,0,0,,0,,32,249,132,0,0,0,0,0,21,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,7.0,1.0,6.0,85.7,2.1,9.0,30.0,30.0,44.0,1.0,61.4,41.0,4.0,75.0,51.5,15.0,1.0,6.7,2.0,16.3,0,192
7,Hiroki Ito,21.0,jp JPN,CB,24-281,90,0,0,0,0,1,0,0,0,38,0,0,4,0.0,0.0,0.0,0,0,20,25,80.0,1,17,0,0,0,21.0,CB,20,25,80.0,336,68,7,7,100.0,13,14,92.9,0,2,0.0,0,0.0,0.0,0,1,0,0,1,21.0,CB,25,24,1,1,0,0,0,0,0,0,0,0,20,0,0,21.0,CB,0,0,0,0,0,0,0,,0,4,3,1,0,0,6,0,21.0,CB,38,9,27,9,2,2,38,0,0,,0,,17,82,17,0,0,0,0,0,18,0,21.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,192
8,Jamie Leweling,18.0,de GER,RW,22-356,45,0,0,0,0,0,0,1,0,16,0,0,1,0.0,0.0,0.0,1,0,10,12,83.3,1,9,5,0,0,18.0,RW,10,12,83.3,142,46,8,9,88.9,1,2,50.0,1,1,100.0,0,0.0,0.0,1,1,0,0,1,18.0,RW,12,12,0,0,0,0,1,0,0,0,0,0,10,0,1,18.0,RW,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,18.0,RW,16,2,6,7,5,1,16,0,0,,0,,9,141,116,5,2,0,2,0,9,2,18.0,RW,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,192
9,Jeong Woo-yeong,10.0,kr KOR,AM,24-150,19,0,0,0,0,2,0,0,0,10,1,0,0,0.1,0.1,0.0,0,0,3,5,60.0,1,6,2,0,0,10.0,AM,3,5,60.0,42,18,2,2,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,1,10.0,AM,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,10.0,AM,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,10.0,AM,10,0,2,6,2,1,10,0,0,,0,,6,27,23,2,0,1,2,0,8,2,10.0,AM,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,192
10,Josha Vagnoman,4.0,de GER,"RB,LB",23-068,45,0,0,0,0,0,0,0,0,26,2,0,1,0.0,0.0,0.0,0,0,19,22,86.4,1,13,0,0,0,4.0,"RB,LB",19,22,86.4,268,91,12,13,92.3,6,7,85.7,1,1,100.0,0,0.0,0.2,0,1,0,0,1,4.0,"RB,LB",22,19,3,0,0,0,0,3,0,0,0,0,19,0,1,4.0,"RB,LB",2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,1,0,4.0,"RB,LB",26,1,13,11,2,1,26,0,0,,0,,13,21,8,0,0,0,0,0,12,1,4.0,"RB,LB",0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,192
11,Leonidas Stergiou,20.0,ch SUI,RB,21-351,10,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,1,0,3,6,50.0,0,3,0,0,0,20.0,RB,3,6,50.0,30,24,3,4,75.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,20.0,RB,6,5,1,0,0,0,0,1,0,0,0,0,3,0,0,20.0,RB,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,20.0,RB,8,1,3,5,0,0,8,0,0,,0,,3,1,1,0,0,0,0,0,3,0,20.0,RB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,192
